Athletes_Name,NOC,Game_Discipline,Rank,Gold,Silver,Bronze,Total_Medal,Rank by Total,Female,Male,Ratio,Total_Participants,Country_Name,Couch_Name,START (PDT),END (PDT)
VLASOV Aleksandr,ROC,Cycling Road,5.0,20.0,28.0,23.0,71.0,3.0,70,131,1.8714285714285714,201,,,2021-07-22 01:00:00,2021-07-22 06:00:00
VLCEK Erik,Slovakia,Canoe Sprint,50.0,1.0,2.0,1.0,4.0,47.0,123,126,1.024390243902439,249,,,2021-07-22 01:30:00,2021-07-22 06:30:00
VLIEGEN Joran,Belgium,Tennis,29.0,3.0,1.0,3.0,7.0,33.0,94,97,1.0319148936170213,191,,,2021-07-22 16:30:00,2021-07-22 20:10:00
VLOCK Teddy,Israel,Equestrian,39.0,2.0,0.0,2.0,4.0,47.0,73,125,1.7123287671232876,198,,,2021-07-22 17:00:00,2021-07-22 19:00:00
VLOON Menno,Netherlands,Athletics,7.0,10.0,12.0,14.0,36.0,9.0,969,1072,1.106295149638803,2041,Netherlands,,2021-07-22 21:00:00,2021-07-22 23:00:00
VOGEL Soma,Hungary,Water Polo,15.0,6.0,7.0,7.0,20.0,13.0,122,146,1.1967213114754098,268,Hungary,MARCZ Tamas,2021-07-23 04:00:00,2021-07-23 07:00:00
VOGG Felix,Switzerland,Equestrian,24.0,3.0,4.0,6.0,13.0,20.0,73,125,1.7123287671232876,198,,,2021-07-23 16:30:00,2021-07-23 20:30:00
VOIGTMANN Johannes,Germany,Basketball,9.0,10.0,11.0,16.0,37.0,8.0,144,144,1.0,288,Germany,ROEDL Henrik,2021-07-23 16:30:00,2021-07-24 00:30:00
VOINOVA Anastasiia,ROC,Cycling Track,5.0,20.0,28.0,23.0,71.0,3.0,90,99,1.1,189,ROC,,2021-07-23 17:00:00,2021-07-23 22:30:00
VOLIKAKIS Christos,Greece,Cycling Track,36.0,2.0,1.0,1.0,4.0,47.0,90,99,1.1,189,,,2021-07-23 17:00:00,2021-07-23 20:50:00
VOLKO Jan,Slovakia,Athletics,50.0,1.0,2.0,1.0,4.0,47.0,969,1072,1.106295149638803,2041,,,2021-07-23 17:00:00,2021-07-24 00:20:00
VOLLERING Demi,Netherlands,Cycling Road,7.0,10.0,12.0,14.0,36.0,9.0,70,131,1.8714285714285714,201,,,2021-07-23 17:00:00,2021-07-23 20:30:00
VOLPI Alice,Italy,Fencing,10.0,10.0,10.0,20.0,40.0,7.0,107,108,1.0093457943925233,215,Italy,,2021-07-23 17:00:00,2021-07-23 20:45:00
VOLVICH Artem,ROC,Volleyball,5.0,20.0,28.0,23.0,71.0,3.0,144,144,1.0,288,ROC,YURKIN Sergey,2021-07-23 17:00:00,2021-07-23 20:50:00
von BREDOW-WERNDL Jessica,Germany,Equestrian,9.0,10.0,11.0,16.0,37.0,8.0,73,125,1.7123287671232876,198,,,2021-07-23 17:30:00,2021-07-23 20:05:00
von ECKERMANN Henrik,Sweden,Equestrian,23.0,3.0,6.0,0.0,9.0,26.0,73,125,1.7123287671232876,198,,,2021-07-23 17:30:00,2021-07-23 21:15:00
von MARTELS Chris,Canada,Equestrian,11.0,7.0,6.0,11.0,24.0,11.0,73,125,1.7123287671232876,198,,,2021-07-23 17:50:00,2021-07-23 20:00:00
VONDROUSOVA Marketa,Czech Republic,Tennis,18.0,4.0,4.0,3.0,11.0,23.0,94,97,1.0319148936170213,191,,,2021-07-23 18:00:00,2021-07-23 20:30:00
VONDROVA Lada,Czech Republic,Athletics,18.0,4.0,4.0,3.0,11.0,23.0,969,1072,1.106295149638803,2041,Czech Republic,,2021-07-23 18:00:00,2021-07-24 00:30:00
VOORN Jessey,Netherlands,3x3 Basketball,7.0,10.0,12.0,14.0,36.0,9.0,32,32,1.0,64,Netherlands,,2021-07-23 18:00:00,2021-07-23 21:45:00
VOROBEVA Elena,Croatia,Sailing,26.0,3.0,3.0,2.0,8.0,29.0,175,175,1.0,350,,,2021-07-23 18:00:00,2021-07-24 01:00:00
VOROBIEVA Natalia,ROC,Wrestling,5.0,20.0,28.0,23.0,71.0,3.0,96,193,2.0104166666666665,289,,,2021-07-23 18:15:00,2021-07-23 20:25:00
VORONINA Ekaterina,Uzbekistan,Athletics,32.0,3.0,0.0,2.0,5.0,42.0,969,1072,1.106295149638803,2041,,,2021-07-23 19:00:00,2021-07-23 22:30:00
VORONKOVA Irina,ROC,Volleyball,5.0,20.0,28.0,23.0,71.0,3.0,144,144,1.0,288,ROC,YURKIN Sergey,2021-07-23 19:00:00,2021-07-24 02:15:00
VORONTSOVA Liudmila,ROC,Boxing,5.0,20.0,28.0,23.0,71.0,3.0,102,187,1.8333333333333333,289,,,2021-07-23 19:00:00,2021-07-23 22:30:00
VORSTER Michelle,Namibia,Cycling Mountain Bike,77.0,0.0,1.0,0.0,1.0,77.0,38,38,1.0,76,,,2021-07-23 19:00:00,2021-07-24 04:00:00
VOS Marianne,Netherlands,Cycling Road,7.0,10.0,12.0,14.0,36.0,9.0,70,131,1.8714285714285714,201,,,2021-07-23 19:00:00,2021-07-24 04:00:00
VOSS Sarah,Germany,Artistic Gymnastics,9.0,10.0,11.0,16.0,37.0,8.0,98,98,1.0,196,Germany,,2021-07-23 19:00:00,2021-07-24 04:00:00
VOZNYAK Anastasiya,Ukraine,Rhythmic Gymnastics,44.0,1.0,6.0,12.0,19.0,16.0,96,0,0.0,96,Ukraine,,2021-07-23 19:00:00,2021-07-24 04:00:00
VRABCOVA NYVLTOVA Eva,Czech Republic,Athletics,18.0,4.0,4.0,3.0,11.0,23.0,969,1072,1.106295149638803,2041,Czech Republic,,2021-07-23 21:50:00,2021-07-24 00:00:00
VRINCEANU Ioana,Romania,Rowing,46.0,1.0,3.0,0.0,4.0,47.0,257,265,1.0311284046692606,522,,,2021-07-23 22:00:00,2021-07-23 23:50:00
VRLIC Josip,Croatia,Water Polo,26.0,3.0,3.0,2.0,8.0,29.0,122,146,1.1967213114754098,268,Croatia,TUCAK Ivica,2021-07-23 22:00:00,2021-07-24 00:50:00
VRZALOVA Simona,Czech Republic,Athletics,18.0,4.0,4.0,3.0,11.0,23.0,969,1072,1.106295149638803,2041,Czech Republic,,2021-07-23 22:15:00,2021-07-24 01:25:00
VUC Emilia Alina,Romania,Wrestling,46.0,1.0,3.0,0.0,4.0,47.0,96,193,2.0104166666666665,289,,,2021-07-23 22:15:00,2021-07-24 01:45:00
VUCENOVIC Marija,Serbia,Athletics,28.0,3.0,1.0,5.0,9.0,26.0,969,1072,1.106295149638803,2041,,,2021-07-23 22:15:00,2021-07-24 01:15:00
VUKASINOVIC Sanja,Serbia,Shooting,28.0,3.0,1.0,5.0,9.0,26.0,178,178,1.0,356,,,2021-07-23 22:20:00,2021-07-24 02:10:00
VUKCEVIC Nikolina,Montenegro,Handball,,,,,,,168,168,1.0,336,Montenegro,SAVIC Maja,2021-07-23 22:30:00,2021-07-24 01:00:00
VUKICEVIC Ante,Croatia,Water Polo,26.0,3.0,3.0,2.0,8.0,29.0,122,146,1.1967213114754098,268,Croatia,TUCAK Ivica,2021-07-23 23:00:00,2021-07-24 01:50:00
VUKOSAVLJEVIC Valeriane,France,Basketball,8.0,10.0,12.0,11.0,33.0,10.0,144,144,1.0,288,France,MEZIANE Rachid,2021-07-24 00:30:00,2021-07-24 05:30:00
VUKOVIC Marija,Montenegro,Athletics,,,,,,,969,1072,1.106295149638803,2041,,,2021-07-24 01:00:00,2021-07-24 04:30:00
VUKSANOVIC Srdan,Kazakhstan,Water Polo,83.0,0.0,0.0,8.0,8.0,29.0,122,146,1.1967213114754098,268,Kazakhstan,KNEZEVIC Nemanja,2021-07-24 01:00:00,2021-07-24 06:15:00
VULPISI Clara,Canada,Water Polo,11.0,7.0,6.0,11.0,24.0,11.0,122,146,1.1967213114754098,268,Canada,PARADELO David,2021-07-24 01:00:00,2021-07-24 06:00:00
VYAKHIREVA Anna,ROC,Handball,5.0,20.0,28.0,23.0,71.0,3.0,168,168,1.0,336,ROC,ALEKSEEV Alexey,2021-07-24 01:00:00,2021-07-24 03:40:00
VYAZOVKIN Alexander,ROC,Rowing,5.0,20.0,28.0,23.0,71.0,3.0,257,265,1.0311284046692606,522,,,2021-07-24 01:30:00,2021-07-24 03:30:00
VYORAL Tomas,Czech Republic,Basketball,18.0,4.0,4.0,3.0,11.0,23.0,144,144,1.0,288,Czech Republic,MIREJOVSKY Michal,2021-07-24 01:30:00,2021-07-24 06:30:00
VYSOCHANSKA Mariia,Ukraine,Rhythmic Gymnastics,44.0,1.0,6.0,12.0,19.0,16.0,96,0,0.0,96,Ukraine,,2021-07-24 02:00:00,2021-07-24 06:00:00
VYSTAVEL Frederic,Denmark,Rowing,25.0,3.0,4.0,4.0,11.0,23.0,257,265,1.0311284046692606,522,,,2021-07-24 02:00:00,2021-07-24 06:25:00
WADDILOVE Sean,Ireland,Sailing,39.0,2.0,0.0,2.0,4.0,47.0,175,175,1.0,350,,,2021-07-24 02:20:00,2021-07-24 05:10:00
WADDLETON Ethan,Great Britain,Rugby Sevens,4.0,22.0,21.0,22.0,65.0,4.0,146,151,1.0342465753424657,297,Great Britain,ROQUES Anthony,2021-07-24 02:30:00,2021-07-24 06:15:00
WAGMAN Joseph,Israel,Baseball/Softball,39.0,2.0,0.0,2.0,4.0,47.0,90,144,1.6,234,Israel,FISH Nathan,2021-07-24 03:00:00,2021-07-24 06:45:00
WAGMAN Nick,United States of America,Equestrian,1.0,39.0,41.0,33.0,113.0,1.0,73,125,1.7123287671232876,198,,,2021-07-24 03:00:00,2021-07-24 05:30:00
WAGNER Anna-Maria,Germany,Judo,9.0,10.0,11.0,16.0,37.0,8.0,192,201,1.046875,393,,,2021-07-24 03:00:00,2021-07-24 06:40:00
WAGNER Benedikt,Germany,Fencing,9.0,10.0,11.0,16.0,37.0,8.0,107,108,1.0093457943925233,215,Germany,,2021-07-24 03:30:00,2021-07-24 06:00:00
WAGNER EHLINGER Nicolas,Luxembourg,Equestrian,,,,,,,73,125,1.7123287671232876,198,,,2021-07-24 03:30:00,2021-07-24 07:00:00
WAGNER Kristina,United States of America,Rowing,1.0,39.0,41.0,33.0,113.0,1.0,257,265,1.0311284046692606,522,,,2021-07-24 03:30:00,2021-07-24 06:30:00
WAGNER Moritz,Germany,Basketball,9.0,10.0,11.0,16.0,37.0,8.0,144,144,1.0,288,Germany,ROEDL Henrik,2021-07-24 03:40:00,2021-07-24 07:30:00
WAGNER-GYURKES Viktoria,Hungary,Athletics,15.0,6.0,7.0,7.0,20.0,13.0,969,1072,1.106295149638803,2041,,,2021-07-24 04:00:00,2021-07-24 06:00:00
WAHBA Hedaya,Egypt,Taekwondo,54.0,1.0,1.0,4.0,6.0,39.0,65,65,1.0,130,,,2021-07-24 04:00:00,2021-07-24 06:50:00
WAIDA Rio,Indonesia,Surfing,55.0,1.0,1.0,3.0,5.0,42.0,20,20,1.0,40,,,2021-07-24 05:00:00,2021-07-24 06:50:00
WAINE Ben,New Zealand,Football,13.0,7.0,6.0,7.0,20.0,13.0,264,344,1.303030303030303,608,New Zealand,SERMANNI Tom,2021-07-24 15:00:00,2021-07-25 00:20:00
WAINIQOLO Jiuta,Fiji,Rugby Sevens,59.0,1.0,0.0,1.0,2.0,66.0,146,151,1.0342465753424657,297,Fiji,FULI Saiasi,2021-07-24 17:00:00,2021-07-24 20:50:00
WAIRIMU Jane Wacu,Kenya,Volleyball,19.0,4.0,4.0,2.0,10.0,25.0,144,144,1.0,288,Kenya,VITORINO de SOUZA Marcelo,2021-07-24 17:00:00,2021-07-25 00:20:00
WAIS Ahmad Badreddin,Refugee Olympic Team,Cycling Road,,,,,,,70,131,1.8714285714285714,201,,,2021-07-24 17:00:00,2021-07-24 20:30:00
WAKELING Brandon Dean,Australia,Weightlifting,6.0,17.0,7.0,22.0,46.0,6.0,98,99,1.010204081632653,197,,,2021-07-24 17:00:00,2021-07-24 19:40:00
WAKIMOTO Yuta,Japan,Cycling Track,3.0,27.0,14.0,17.0,58.0,5.0,90,99,1.1,189,Japan,,2021-07-24 17:00:00,2021-07-25 00:00:00
WALCOTT Keshorn,Trinidad and Tobago,Athletics,,,,,,,969,1072,1.106295149638803,2041,Trinidad & Tobago,,2021-07-24 17:00:00,2021-07-25 00:30:00
WALCOTT-NOLAN Revee,Great Britain,Athletics,4.0,22.0,21.0,22.0,65.0,4.0,969,1072,1.106295149638803,2041,Great Britain,,2021-07-24 17:00:00,2021-07-24 21:55:00
WALCZYKIEWICZ Marta,Poland,Canoe Sprint,17.0,4.0,5.0,5.0,14.0,19.0,123,126,1.024390243902439,249,,,2021-07-24 17:00:00,2021-07-24 20:50:00
WALE Getnet,Ethiopia,Athletics,56.0,1.0,1.0,2.0,4.0,47.0,969,1072,1.106295149638803,2041,,,2021-07-24 17:30:00,2021-07-24 19:05:00
WALES Lachlan,Australia,Football,6.0,17.0,7.0,22.0,46.0,6.0,264,344,1.303030303030303,608,Australia,GUSTAVSSON Tony,2021-07-24 17:30:00,2021-07-24 21:15:00
WALIHAN Sailike,People's Republic of China,Wrestling,2.0,38.0,32.0,18.0,88.0,2.0,96,193,2.0104166666666665,289,,,2021-07-24 18:00:00,2021-07-24 21:35:00
WALIWARSHA Nimali,Sri Lanka,Athletics,,,,,,,969,1072,1.106295149638803,2041,,,2021-07-24 18:00:00,2021-07-24 23:30:00
WALKDEN Bianca,Great Britain,Taekwondo,4.0,22.0,21.0,22.0,65.0,4.0,65,65,1.0,130,,,2021-07-24 18:00:00,2021-07-25 00:30:00
WALKER Kurt Anthony,Ireland,Boxing,39.0,2.0,0.0,2.0,4.0,47.0,102,187,1.8333333333333333,289,,,2021-07-24 18:00:00,2021-07-24 20:00:00
WALKER Kristina,Canada,Rowing,11.0,7.0,6.0,11.0,24.0,11.0,257,265,1.0311284046692606,522,,,2021-07-24 18:00:00,2021-07-24 21:45:00
WALL Jade,Australia,Baseball/Softball,6.0,17.0,7.0,22.0,46.0,6.0,90,144,1.6,234,Australia,KIRKPATRICK Andrew,2021-07-24 18:00:00,2021-07-24 20:00:00
WALLACE Bernadette,Australia,Canoe Sprint,6.0,17.0,7.0,22.0,46.0,6.0,123,126,1.024390243902439,249,,,2021-07-24 18:00:00,2021-07-25 01:00:00
WALLACE James Brodie Burns,Canada,Hockey,11.0,7.0,6.0,11.0,24.0,11.0,192,192,1.0,384,Canada,HENNING Andre,2021-07-24 18:00:00,2021-07-24 20:50:00
WALLACE Zachary,Great Britain,Hockey,4.0,22.0,21.0,22.0,65.0,4.0,192,192,1.0,384,Great Britain,KERRY Danny,2021-07-24 18:15:00,2021-07-24 20:25:00
WALLER Jack,Great Britain,Hockey,4.0,22.0,21.0,22.0,65.0,4.0,192,192,1.0,384,Great Britain,KERRY Danny,2021-07-24 18:30:00,2021-07-24 20:20:00
WALLI Susanne,Austria,Athletics,53.0,1.0,1.0,5.0,7.0,33.0,969,1072,1.106295149638803,2041,,,2021-07-24 19:00:00,2021-07-24 22:45:00
WALLS Matthew,Great Britain,Cycling Track,4.0,22.0,21.0,22.0,65.0,4.0,90,99,1.1,189,Great Britain,,2021-07-24 19:00:00,2021-07-24 22:30:00
WALRAVEN Nicole,South Africa,Hockey,52.0,1.0,2.0,0.0,3.0,60.0,192,192,1.0,384,South Africa,ZONDI Nkuliso,2021-07-24 19:00:00,2021-07-25 04:00:00
WALSH Aidan,Ireland,Boxing,39.0,2.0,0.0,2.0,4.0,47.0,102,187,1.8333333333333333,289,,,2021-07-24 19:00:00,2021-07-25 04:00:00
WALSH Alex,United States of America,Swimming,1.0,39.0,41.0,33.0,113.0,1.0,361,418,1.1578947368421053,779,United States,,2021-07-24 19:00:00,2021-07-25 04:00:00
WALSH Julian Jrummi,Japan,Athletics,3.0,27.0,14.0,17.0,58.0,5.0,969,1072,1.106295149638803,2041,Japan,,2021-07-24 19:00:00,2021-07-25 04:00:00
WALSH Keira,Great Britain,Football,4.0,22.0,21.0,22.0,65.0,4.0,264,344,1.303030303030303,608,Great Britain,RIISE Hege,2021-07-24 19:50:00,2021-07-24 22:00:00
WALSH Tomas,New Zealand,Athletics,13.0,7.0,6.0,7.0,20.0,13.0,969,1072,1.106295149638803,2041,,,2021-07-24 20:00:00,2021-07-25 02:00:00
WALSHE Ellen,Ireland,Swimming,39.0,2.0,0.0,2.0,4.0,47.0,361,418,1.1578947368421053,779,Ireland,,2021-07-24 21:00:00,2021-07-25 00:45:00
WALZ Marcus,Spain,Canoe Sprint,22.0,3.0,8.0,6.0,17.0,17.0,123,126,1.024390243902439,249,,,2021-07-24 21:00:00,2021-07-25 01:35:00
WAMBUI Leah,Kenya,Rugby Sevens,19.0,4.0,4.0,2.0,10.0,25.0,146,151,1.0342465753424657,297,Kenya,SIMIYU Innocent,2021-07-24 21:40:00,2021-07-24 23:40:00
WAMMES Nick,Canada,Cycling Track,11.0,7.0,6.0,11.0,24.0,11.0,90,99,1.1,189,Canada,,2021-07-24 21:45:00,2021-07-25 01:25:00
WAN Jiyuan,People's Republic of China,3x3 Basketball,2.0,38.0,32.0,18.0,88.0,2.0,32,32,1.0,64,China,,2021-07-24 22:00:00,2021-07-24 23:50:00
WANAMAKER Madeleine,United States of America,Rowing,1.0,39.0,41.0,33.0,113.0,1.0,257,265,1.0311284046692606,522,,,2021-07-24 22:00:00,2021-07-25 01:45:00
WANDERS Julien,Switzerland,Athletics,24.0,3.0,4.0,6.0,13.0,20.0,969,1072,1.106295149638803,2041,Switzerland,,2021-07-24 22:00:00,2021-07-25 00:50:00
WANDTKE Igor,Germany,Judo,9.0,10.0,11.0,16.0,37.0,8.0,192,201,1.046875,393,,,2021-07-24 22:15:00,2021-07-25 01:45:00
WANG Chi-Lin,Chinese Taipei,Badminton,34.0,2.0,4.0,6.0,12.0,22.0,86,87,1.0116279069767442,173,,,2021-07-24 22:20:00,2021-07-25 02:10:00
WANG Chunyu,People's Republic of China,Athletics,2.0,38.0,32.0,18.0,88.0,2.0,969,1072,1.106295149638803,2041,China,,2021-07-24 23:00:00,2021-07-25 01:50:00
WANG Congkang,People's Republic of China,Canoe Sprint,2.0,38.0,32.0,18.0,88.0,2.0,123,126,1.024390243902439,249,,,2021-07-24 23:00:00,2021-07-25 00:00:00
WANG Dapeng,People's Republic of China,Archery,2.0,38.0,32.0,18.0,88.0,2.0,64,64,1.0,128,China,,2021-07-24 23:10:00,2021-07-25 02:45:00
WANG Fan,People's Republic of China,Beach Volleyball,2.0,38.0,32.0,18.0,88.0,2.0,48,48,1.0,96,Wang/X.Y.Xia,,2021-07-24 23:50:00,2021-07-25 02:00:00
WANG Fan,People's Republic of China,Beach Volleyball,2.0,38.0,32.0,18.0,88.0,2.0,48,48,1.0,96,Xue/Wang X.X.,,2021-07-25 00:30:00,2021-07-25 05:30:00
WANG Fei,People's Republic of China,Rowing,2.0,38.0,32.0,18.0,88.0,2.0,257,265,1.0311284046692606,522,,,2021-07-25 01:00:00,2021-07-25 04:45:00
WANG Hsing-Hao,Chinese Taipei,Swimming,34.0,2.0,4.0,6.0,12.0,22.0,361,418,1.1578947368421053,779,,,2021-07-25 01:00:00,2021-07-25 06:15:00
WANG Han,People's Republic of China,Diving,2.0,38.0,32.0,18.0,88.0,2.0,72,71,0.9861111111111112,143,,,2021-07-25 01:00:00,2021-07-25 06:00:00
WANG Huan,People's Republic of China,Water Polo,2.0,38.0,32.0,18.0,88.0,2.0,122,146,1.1967213114754098,268,China,POROBIC Petar,2021-07-25 01:00:00,2021-07-25 06:00:00
WANG Huijing,United States of America,Table Tennis,1.0,39.0,41.0,33.0,113.0,1.0,86,86,1.0,172,United States,,2021-07-25 01:00:00,2021-07-25 03:40:00
WANG Jianjiahe,People's Republic of China,Swimming,2.0,38.0,32.0,18.0,88.0,2.0,361,418,1.1578947368421053,779,China,,2021-07-25 01:20:00,2021-07-25 03:20:00
WANG Kuan-Hung,Chinese Taipei,Swimming,34.0,2.0,4.0,6.0,12.0,22.0,361,418,1.1578947368421053,779,,,2021-07-25 01:30:00,2021-07-25 03:30:00
WANG Kaihua,People's Republic of China,Athletics,2.0,38.0,32.0,18.0,88.0,2.0,969,1072,1.106295149638803,2041,China,,2021-07-25 01:30:00,2021-07-25 06:30:00
WANG Lili,People's Republic of China,3x3 Basketball,2.0,38.0,32.0,18.0,88.0,2.0,32,32,1.0,64,China,,2021-07-25 02:00:00,2021-07-25 05:30:00
WANG Luyao,People's Republic of China,Shooting,2.0,38.0,32.0,18.0,88.0,2.0,178,178,1.0,356,,,2021-07-25 02:00:00,2021-07-25 06:25:00
WANG Mengjie,People's Republic of China,Volleyball,2.0,38.0,32.0,18.0,88.0,2.0,144,144,1.0,288,China,YUAN Lingxi,2021-07-25 02:20:00,2021-07-25 05:10:00
WANG Na,People's Republic of China,Hockey,2.0,38.0,32.0,18.0,88.0,2.0,192,192,1.0,384,China,WANG Yang,2021-07-25 02:30:00,2021-07-25 06:15:00
WANG Nan,People's Republic of China,Canoe Sprint,2.0,38.0,32.0,18.0,88.0,2.0,123,126,1.024390243902439,249,,,2021-07-25 03:00:00,2021-07-25 06:45:00
WANG Qian,People's Republic of China,Shooting,2.0,38.0,32.0,18.0,88.0,2.0,178,178,1.0,356,,,2021-07-25 03:00:00,2021-07-25 05:30:00
WANG Qiang,People's Republic of China,Tennis,2.0,38.0,32.0,18.0,88.0,2.0,94,97,1.0319148936170213,191,,,2021-07-25 03:00:00,2021-07-25 06:40:00
WANG Qianyi,People's Republic of China,Artistic Swimming,2.0,38.0,32.0,18.0,88.0,2.0,105,0,0.0,105,China,ZHANG Xiaohuan,2021-07-25 03:30:00,2021-07-25 07:00:00
WANG Qin,People's Republic of China,Athletics,2.0,38.0,32.0,18.0,88.0,2.0,969,1072,1.106295149638803,2041,China,,2021-07-25 03:40:00,2021-07-25 07:30:00
WANG Rui,People's Republic of China,Athletics,2.0,38.0,32.0,18.0,88.0,2.0,969,1072,1.106295149638803,2041,China,,2021-07-25 03:50:00,2021-07-25 06:00:00
WANG Ruidong,People's Republic of China,Cycling Road,2.0,38.0,32.0,18.0,88.0,2.0,70,131,1.8714285714285714,201,,,2021-07-25 04:00:00,2021-07-25 06:00:00
WANG Shanshan,People's Republic of China,Football,2.0,38.0,32.0,18.0,88.0,2.0,264,344,1.303030303030303,608,China,JIA Xiuquan,2021-07-25 04:00:00,2021-07-25 06:50:00
WANG Shuang,People's Republic of China,Football,2.0,38.0,32.0,18.0,88.0,2.0,264,344,1.303030303030303,608,China,JIA Xiuquan,2021-07-25 04:00:00,2021-07-25 06:00:00
WANG Shun,People's Republic of China,Swimming,2.0,38.0,32.0,18.0,88.0,2.0,361,418,1.1578947368421053,779,China,,2021-07-25 04:20:00,2021-07-25 06:00:00
WANG Siyu,People's Republic of China,Basketball,2.0,38.0,32.0,18.0,88.0,2.0,144,144,1.0,288,China,XU Limin,2021-07-25 05:00:00,2021-07-25 06:50:00
WANG Tzu-Wei,Chinese Taipei,Badminton,34.0,2.0,4.0,6.0,12.0,22.0,86,87,1.0116279069767442,173,,,2021-07-25 05:00:00,2021-07-25 07:00:00
WANG Xiaojing,People's Republic of China,Shooting,2.0,38.0,32.0,18.0,88.0,2.0,178,178,1.0,356,,,2021-07-25 14:30:00,2021-07-25 17:00:00
WANG Xiaoxue,People's Republic of China,Football,2.0,38.0,32.0,18.0,88.0,2.0,264,344,1.303030303030303,608,China,JIA Xiuquan,2021-07-25 15:00:00,2021-07-26 00:40:00
WANG Xinxin,People's Republic of China,Beach Volleyball,2.0,38.0,32.0,18.0,88.0,2.0,48,48,1.0,96,Wang/X.Y.Xia,,2021-07-25 17:00:00,2021-07-25 20:50:00
WANG Xinxin,People's Republic of China,Beach Volleyball,2.0,38.0,32.0,18.0,88.0,2.0,48,48,1.0,96,Xue/Wang X.X.,,2021-07-25 17:00:00,2021-07-26 00:20:00
WANG Xinyan,People's Republic of China,Water Polo,2.0,38.0,32.0,18.0,88.0,2.0,122,146,1.1967213114754098,268,China,POROBIC Petar,2021-07-25 17:00:00,2021-07-25 20:30:00
WANG Yi Lyu,People's Republic of China,Badminton,2.0,38.0,32.0,18.0,88.0,2.0,86,87,1.0116279069767442,173,,,2021-07-25 17:00:00,2021-07-25 19:20:00
WANG Yi-Ta,Chinese Taipei,Karate,34.0,2.0,4.0,6.0,12.0,22.0,40,42,1.05,82,,,2021-07-25 17:00:00,2021-07-25 20:00:00
WANG Yan,People's Republic of China,Football,2.0,38.0,32.0,18.0,88.0,2.0,264,344,1.303030303030303,608,China,JIA Xiuquan,2021-07-25 17:00:00,2021-07-26 01:15:00
WANG Yang,People's Republic of China,Sailing,2.0,38.0,32.0,18.0,88.0,2.0,175,175,1.0,350,,,2021-07-25 17:00:00,2021-07-25 21:55:00
WANG Yang,Slovakia,Table Tennis,50.0,1.0,2.0,1.0,4.0,47.0,86,86,1.0,172,PISTEJ Lubomir / BALAZOVA Barbora,,2021-07-25 17:00:00,2021-07-25 20:50:00
WANG Yanwen,People's Republic of China,Football,2.0,38.0,32.0,18.0,88.0,2.0,264,344,1.303030303030303,608,China,JIA Xiuquan,2021-07-25 17:30:00,2021-07-25 19:05:00
WANG Ying,People's Republic of China,Football,2.0,38.0,32.0,18.0,88.0,2.0,264,344,1.303030303030303,608,China,JIA Xiuquan,2021-07-25 17:30:00,2021-07-25 21:15:00
WANG Yu,People's Republic of China,Athletics,2.0,38.0,32.0,18.0,88.0,2.0,969,1072,1.106295149638803,2041,China,,2021-07-25 18:00:00,2021-07-25 23:30:00
WANG Yuanyuan,People's Republic of China,Volleyball,2.0,38.0,32.0,18.0,88.0,2.0,144,144,1.0,288,China,YUAN Lingxi,2021-07-25 18:00:00,2021-07-26 00:30:00
WANG Yuwei,People's Republic of China,Rowing,2.0,38.0,32.0,18.0,88.0,2.0,257,265,1.0311284046692606,522,,,2021-07-25 18:00:00,2021-07-25 20:00:00
WANG Zhen,Canada,Table Tennis,11.0,7.0,6.0,11.0,24.0,11.0,86,86,1.0,172,WANG Zhen / ZHANG Mo,,2021-07-25 18:00:00,2021-07-25 21:45:00
WANG Zheng,People's Republic of China,Athletics,2.0,38.0,32.0,18.0,88.0,2.0,969,1072,1.106295149638803,2041,China,,2021-07-25 18:00:00,2021-07-25 21:00:00
WANG Zhouyu,People's Republic of China,Weightlifting,2.0,38.0,32.0,18.0,88.0,2.0,98,99,1.010204081632653,197,,,2021-07-25 18:00:00,2021-07-26 01:00:00
WANG Zifeng,People's Republic of China,Rowing,2.0,38.0,32.0,18.0,88.0,2.0,257,265,1.0311284046692606,522,,,2021-07-25 18:15:00,2021-07-25 20:25:00
WANG Zijie,People's Republic of China,Fencing,2.0,38.0,32.0,18.0,88.0,2.0,107,108,1.0093457943925233,215,China,,2021-07-25 18:30:00,2021-07-25 20:40:00
WANGCHAROEN Kantaphon,Thailand,Badminton,59.0,1.0,0.0,1.0,2.0,66.0,86,87,1.0116279069767442,173,,,2021-07-25 19:00:00,2021-07-25 22:45:00
WANGER Ben,Israel,Baseball/Softball,39.0,2.0,0.0,2.0,4.0,47.0,90,144,1.6,234,Israel,FISH Nathan,2021-07-25 19:00:00,2021-07-25 22:30:00
WANK Lukas Nathanael C.,Germany,Basketball,9.0,10.0,11.0,16.0,37.0,8.0,144,144,1.0,288,Germany,ROEDL Henrik,2021-07-25 19:00:00,2021-07-26 04:00:00
WANNE Hampus,Sweden,Handball,23.0,3.0,6.0,0.0,9.0,26.0,168,168,1.0,336,Sweden,SOLBERG Glenn,2021-07-25 19:00:00,2021-07-26 04:00:00
WANSER Luise,Germany,Sailing,9.0,10.0,11.0,16.0,37.0,8.0,175,175,1.0,350,,,2021-07-25 19:00:00,2021-07-26 04:00:00
