Athletes_Name,NOC,Game_Discipline,Rank,Gold,Silver,Bronze,Total_Medal,Rank by Total,Female,Male,Ratio,Total_Participants,Country_Name,Couch_Name,START (PDT),END (PDT)
AHSINGER Nicole,United States of America,Trampoline Gymnastics,1.0,39.0,41.0,33.0,113.0,1.0,16,16,1.0,32,,,2021-07-25 19:00:00,2021-07-26 04:00:00
AHYE Michelle-Lee,Trinidad and Tobago,Athletics,,,,,,,969,1072,1.106295149638803,2041,Trinidad & Tobago,,2021-07-25 19:00:00,2021-07-26 04:00:00
AI Yanhan,People's Republic of China,Swimming,2.0,38.0,32.0,18.0,88.0,2.0,361,418,1.1578947368421053,779,China,,2021-07-25 19:00:00,2021-07-26 04:00:00
AICARDI Matteo,Italy,Water Polo,10.0,10.0,10.0,20.0,40.0,7.0,122,146,1.1967213114754098,268,Italy,CAMPAGNA Alessandro,2021-07-25 19:00:00,2021-07-26 04:00:00
AICOBOAE Vlad,Romania,Rowing,46.0,1.0,3.0,0.0,4.0,47.0,257,265,1.0311284046692606,522,,,2021-07-25 20:00:00,2021-07-26 02:00:00
AIGNER Hannes,Germany,Canoe Slalom,9.0,10.0,11.0,16.0,37.0,8.0,41,41,1.0,82,,,2021-07-25 21:40:00,2021-07-25 23:40:00
AILINCAI Adriana,Romania,Rowing,46.0,1.0,3.0,0.0,4.0,47.0,257,265,1.0311284046692606,522,,,2021-07-25 21:45:00,2021-07-26 01:25:00
AIMABLE Steven,Senegal,Swimming,,,,,,,361,418,1.1578947368421053,779,,,2021-07-25 21:50:00,2021-07-26 00:00:00
AINAGULOV Mirambek,Kazakhstan,Wrestling,83.0,0.0,0.0,8.0,8.0,29.0,96,193,2.0104166666666665,289,,,2021-07-25 22:00:00,2021-07-25 23:50:00
AIOANI Marian,Romania,Football,46.0,1.0,3.0,0.0,4.0,47.0,264,344,1.303030303030303,608,Romania,RADOI Mirel,2021-07-25 22:00:00,2021-07-26 00:45:00
AISAH Windy Cantika,Indonesia,Weightlifting,55.0,1.0,1.0,3.0,5.0,42.0,98,99,1.010204081632653,197,,,2021-07-25 22:00:00,2021-07-26 00:50:00
AIT DAOUD Kamel,Algeria,Rowing,,,,,,,257,265,1.0311284046692606,522,,,2021-07-25 22:15:00,2021-07-26 01:45:00
AIT OUAGRAM Zied,Morocco,Wrestling,63.0,1.0,0.0,0.0,1.0,77.0,96,193,2.0104166666666665,289,,,2021-07-25 22:20:00,2021-07-26 02:10:00
AIT SAID Samir,France,Artistic Gymnastics,8.0,10.0,12.0,11.0,33.0,10.0,98,98,1.0,196,France,,2021-07-25 22:30:00,2021-07-26 01:30:00
AITCHISON Holly,Great Britain,Rugby Sevens,4.0,22.0,21.0,22.0,65.0,4.0,146,151,1.0342465753424657,297,Great Britain,ROQUES Anthony,2021-07-25 23:00:00,2021-07-26 01:50:00
AIZAWA Akira,Japan,Athletics,3.0,27.0,14.0,17.0,58.0,5.0,969,1072,1.106295149638803,2041,Japan,,2021-07-25 23:00:00,2021-07-26 01:00:00
AJAYI Yinka,Nigeria,Athletics,74.0,0.0,1.0,1.0,2.0,66.0,969,1072,1.106295149638803,2041,Nigeria,,2021-07-25 23:00:00,2021-07-26 00:00:00
AKAHO Himawari,Japan,Basketball,3.0,27.0,14.0,17.0,58.0,5.0,144,144,1.0,288,Japan,MATSUNO Yoshiyuki,2021-07-26 00:30:00,2021-07-26 03:30:00
AKGUL Taha,Turkey,Wrestling,35.0,2.0,2.0,9.0,13.0,20.0,96,193,2.0104166666666665,289,,,2021-07-26 01:00:00,2021-07-26 04:45:00
AKGUN Omer,Turkey,Shooting,35.0,2.0,2.0,9.0,13.0,20.0,178,178,1.0,356,,,2021-07-26 01:00:00,2021-07-26 03:40:00
AKHAIMOVA Liliia,ROC,Artistic Gymnastics,5.0,20.0,28.0,23.0,71.0,3.0,98,98,1.0,196,ROC,,2021-07-26 01:20:00,2021-07-26 03:20:00
AKHMADIEV Ildar,Tajikistan,Athletics,,,,,,,969,1072,1.106295149638803,2041,,,2021-07-26 01:30:00,2021-07-26 03:30:00
AKHMETOVA Tatyana,Kazakhstan,Wrestling,83.0,0.0,0.0,8.0,8.0,29.0,96,193,2.0104166666666665,289,,,2021-07-26 02:00:00,2021-07-26 05:30:00
AKHTAR Muhammad Khalil,Pakistan,Shooting,,,,,,,178,178,1.0,356,,,2021-07-26 02:00:00,2021-07-26 06:25:00
AKIMENKO Mikhail,ROC,Athletics,5.0,20.0,28.0,23.0,71.0,3.0,969,1072,1.106295149638803,2041,,,2021-07-26 02:20:00,2021-07-26 05:10:00
AKINRADEWO Foluke,United States of America,Volleyball,1.0,39.0,41.0,33.0,113.0,1.0,144,144,1.0,288,United States,WALL Michael,2021-07-26 02:30:00,2021-07-26 06:15:00
AKINYI Elizabeth,Kenya,Boxing,19.0,4.0,4.0,2.0,10.0,25.0,102,187,1.8333333333333333,289,,,2021-07-26 03:00:00,2021-07-26 06:00:00
AKKUS Mihrac,Turkey,Judo,35.0,2.0,2.0,9.0,13.0,20.0,192,201,1.046875,393,,,2021-07-26 03:00:00,2021-07-26 06:45:00
AKMAL Nurul,Indonesia,Weightlifting,55.0,1.0,1.0,3.0,5.0,42.0,98,99,1.010204081632653,197,,,2021-07-26 03:00:00,2021-07-26 05:30:00
AKMATALIEV Ernazar,Kyrgyzstan,Wrestling,70.0,0.0,2.0,1.0,3.0,60.0,96,193,2.0104166666666665,289,,,2021-07-26 03:00:00,2021-07-26 06:40:00
AKMENS Roberts,Latvia,Canoe Sprint,59.0,1.0,0.0,1.0,2.0,66.0,123,126,1.024390243902439,249,,,2021-07-26 03:30:00,2021-07-26 07:00:00
AKOZ Simge Sebnem,Turkey,Volleyball,35.0,2.0,2.0,9.0,13.0,20.0,144,144,1.0,288,Turkey,GUIDETTI Giovanni,2021-07-26 03:40:00,2021-07-26 07:30:00
AKTAS Ugur,Turkey,Karate,35.0,2.0,2.0,9.0,13.0,20.0,40,42,1.05,82,,,2021-07-26 03:50:00,2021-07-26 06:00:00
AL ADAWI Issa Samir Hamed,Oman,Swimming,,,,,,,361,418,1.1578947368421053,779,,,2021-07-26 04:00:00,2021-07-26 06:00:00
AL AHRACH Ali,Morocco,Equestrian,63.0,1.0,0.0,0.0,1.0,77.0,73,125,1.7123287671232876,198,,,2021-07-26 04:00:00,2021-07-26 06:50:00
AL ALAWI Mazoon,Oman,Athletics,,,,,,,969,1072,1.106295149638803,2041,,,2021-07-26 04:00:00,2021-07-26 06:10:00
AL FAIHAN Abdulrahman,Kuwait,Shooting,86.0,0.0,0.0,1.0,1.0,77.0,178,178,1.0,356,,,2021-07-26 05:00:00,2021-07-26 06:50:00
AL HARTHI Barakat,Oman,Athletics,,,,,,,969,1072,1.106295149638803,2041,,,2021-07-26 05:00:00,2021-07-26 07:00:00
AL KHAFAJI Mohammed,Iraq,Rowing,,,,,,,257,265,1.0311284046692606,522,,,2021-07-26 14:30:00,2021-07-26 17:05:00
AL KHATRI Hamed,Oman,Shooting,,,,,,,178,178,1.0,356,,,2021-07-26 15:00:00,2021-07-26 22:20:00
AL MANWARI Bashair Obaid,Qatar,Athletics,41.0,2.0,0.0,1.0,3.0,60.0,969,1072,1.106295149638803,2041,,,2021-07-26 16:30:00,2021-07-26 20:00:00
AL OBAIDI Aker,Refugee Olympic Team,Wrestling,,,,,,,96,193,2.0104166666666665,289,,,2021-07-26 17:00:00,2021-07-26 20:50:00
AL RASHEDI Mansour,Kuwait,Shooting,86.0,0.0,0.0,1.0,1.0,77.0,178,178,1.0,356,,,2021-07-26 17:00:00,2021-07-26 20:30:00
AL RUMAIHI Mohammed,Qatar,Shooting,41.0,2.0,0.0,1.0,3.0,60.0,178,178,1.0,356,,,2021-07-26 17:00:00,2021-07-26 20:00:00
AL YAARI Ahmed,Yemen,Athletics,,,,,,,969,1072,1.106295149638803,2041,,,2021-07-26 17:00:00,2021-07-27 00:30:00
AL YASSIN Mazen Moutan,Saudi Arabia,Athletics,77.0,0.0,1.0,0.0,1.0,77.0,969,1072,1.106295149638803,2041,,,2021-07-26 17:00:00,2021-07-26 20:50:00
AL-KAABI Fatimah Abbas Waheeb,Iraq,Shooting,,,,,,,178,178,1.0,356,,,2021-07-26 17:30:00,2021-07-26 21:25:00
AL-KANJARI Amur Salim Ramadhan,Oman,Weightlifting,,,,,,,98,99,1.010204081632653,197,,,2021-07-26 17:30:00,2021-07-26 21:15:00
AL-OBAIDLY Abdulaziz,Qatar,Swimming,41.0,2.0,0.0,1.0,3.0,60.0,361,418,1.1578947368421053,779,,,2021-07-26 18:00:00,2021-07-26 23:30:00
AL-RAIMI Yasameen,Yemen,Shooting,,,,,,,178,178,1.0,356,,,2021-07-26 18:00:00,2021-07-26 20:00:00
AL-SADEQ Julyana,Jordan,Taekwondo,74.0,0.0,1.0,1.0,2.0,66.0,65,65,1.0,130,,,2021-07-26 18:00:00,2021-07-26 23:20:00
AL-WIR Amro,Jordan,Swimming,74.0,0.0,1.0,1.0,2.0,66.0,361,418,1.1578947368421053,779,,,2021-07-26 18:00:00,2021-07-26 21:45:00
AL-YAMANI Mokhtar,Yemen,Swimming,,,,,,,361,418,1.1578947368421053,779,,,2021-07-26 18:00:00,2021-07-26 21:00:00
ALAKHVERDOVI Sakhil,Georgia,Boxing,33.0,2.0,5.0,1.0,8.0,29.0,102,187,1.8333333333333333,289,,,2021-07-26 18:00:00,2021-07-27 01:00:00
ALAMIAN Nima,Islamic Republic of Iran,Table Tennis,27.0,3.0,2.0,2.0,7.0,33.0,86,86,1.0,172,,,2021-07-26 18:00:00,2021-07-26 20:50:00
ALARIE Elissa,Canada,Rugby Sevens,11.0,7.0,6.0,11.0,24.0,11.0,146,151,1.0342465753424657,297,Canada,PAUL Henry,2021-07-26 18:30:00,2021-07-26 20:25:00
ALARZA Fernando,Spain,Triathlon,22.0,3.0,8.0,6.0,17.0,17.0,55,55,1.0,110,Spain,,2021-07-26 19:00:00,2021-07-26 22:45:00
ALBA CASTILLO Rafael Yunier,Cuba,Taekwondo,14.0,7.0,3.0,5.0,15.0,18.0,65,65,1.0,130,,,2021-07-26 19:00:00,2021-07-26 22:30:00
ALBARRACIN Matias,Argentina,Equestrian,72.0,0.0,1.0,2.0,3.0,60.0,73,125,1.7123287671232876,198,,,2021-07-26 19:00:00,2021-07-27 04:00:00
ALBAWARDI Zaid,Saudi Arabia,Football,77.0,0.0,1.0,0.0,1.0,77.0,264,344,1.303030303030303,608,Saudi Arabia,MOHAMED Sayeda,2021-07-26 19:00:00,2021-07-27 04:00:00
ALBAYRAK Vedat,Turkey,Judo,35.0,2.0,2.0,9.0,13.0,20.0,192,201,1.046875,393,,,2021-07-26 19:00:00,2021-07-27 04:00:00
ALBERS Felice,Netherlands,Hockey,7.0,10.0,12.0,14.0,36.0,9.0,192,192,1.0,384,Netherlands,ZIJP Simon,2021-07-26 19:00:00,2021-07-27 04:00:00
ALBERTARRIO Agustina,Argentina,Hockey,72.0,0.0,1.0,2.0,3.0,60.0,192,192,1.0,384,Argentina,RETEGUI Carlos Jose,2021-07-26 19:50:00,2021-07-26 22:00:00
ALBICY Andrew,France,Basketball,8.0,10.0,12.0,11.0,33.0,10.0,144,144,1.0,288,France,MEZIANE Rachid,2021-07-26 20:00:00,2021-07-27 02:00:00
ALBRECHT Samuel,Brazil,Sailing,12.0,7.0,6.0,8.0,21.0,12.0,175,175,1.0,350,,,2021-07-26 21:00:00,2021-07-26 23:00:00
ALBRIKAN Feras,Saudi Arabia,Football,77.0,0.0,1.0,0.0,1.0,77.0,264,344,1.303030303030303,608,Saudi Arabia,MOHAMED Sayeda,2021-07-26 21:30:00,2021-07-26 23:30:00
ALBUKHARI Amin,Saudi Arabia,Football,77.0,0.0,1.0,0.0,1.0,77.0,264,344,1.303030303030303,608,Saudi Arabia,MOHAMED Sayeda,2021-07-26 21:40:00,2021-07-26 23:40:00
ALDABBAGH Yasmeen,Saudi Arabia,Athletics,77.0,0.0,1.0,0.0,1.0,77.0,969,1072,1.106295149638803,2041,,,2021-07-26 22:00:00,2021-07-27 01:00:00
ALDASS Sanda,Refugee Olympic Team,Judo,,,,,,,192,201,1.046875,393,,,2021-07-26 22:00:00,2021-07-27 00:50:00
ALDAWSARI Khalifah,Saudi Arabia,Football,77.0,0.0,1.0,0.0,1.0,77.0,264,344,1.303030303030303,608,Saudi Arabia,MOHAMED Sayeda,2021-07-26 22:15:00,2021-07-27 01:45:00
ALDAWSARI Salem,Saudi Arabia,Football,77.0,0.0,1.0,0.0,1.0,77.0,264,344,1.303030303030303,608,Saudi Arabia,MOHAMED Sayeda,2021-07-26 22:20:00,2021-07-27 02:10:00
ALDERSEY Olympia,Australia,Rowing,6.0,17.0,7.0,22.0,46.0,6.0,257,265,1.0311284046692606,522,,,2021-07-26 22:30:00,2021-07-27 01:30:00
ALEGRE BIOSCA David,Spain,Hockey,22.0,3.0,8.0,6.0,17.0,17.0,192,192,1.0,384,Spain,SOYEZ Frederic,2021-07-26 23:00:00,2021-07-27 01:50:00
ALEKSANDROVA Ekaterina,ROC,Tennis,5.0,20.0,28.0,23.0,71.0,3.0,94,97,1.0319148936170213,191,,,2021-07-26 23:00:00,2021-07-27 01:00:00
ALEKSANYAN Artur,Armenia,Wrestling,69.0,0.0,2.0,2.0,4.0,47.0,96,193,2.0104166666666665,289,,,2021-07-26 23:00:00,2021-07-27 00:00:00
ALEKSIC Maja,Serbia,Volleyball,28.0,3.0,1.0,5.0,9.0,26.0,144,144,1.0,288,Serbia,TERZIC Zoran,2021-07-26 23:50:00,2021-07-27 02:00:00
ALEKSIC Milan,Serbia,Water Polo,28.0,3.0,1.0,5.0,9.0,26.0,122,146,1.1967213114754098,268,Serbia,SAVIC Dejan,2021-07-27 00:00:00,2021-07-27 03:55:00
ALEKSIIVA Maryna,Ukraine,Artistic Swimming,44.0,1.0,6.0,12.0,19.0,16.0,105,0,0.0,105,Ukraine,ZAITSEVA Olesia,2021-07-27 00:30:00,2021-07-27 03:30:00
ALEKSIIVA Vladyslava,Ukraine,Artistic Swimming,44.0,1.0,6.0,12.0,19.0,16.0,105,0,0.0,105,Ukraine,ZAITSEVA Olesia,2021-07-27 01:00:00,2021-07-27 02:50:00
ALEMANNO Maria Grazia,Italy,Weightlifting,10.0,10.0,10.0,20.0,40.0,7.0,98,99,1.010204081632653,197,,,2021-07-27 01:00:00,2021-07-27 04:45:00
ALEMU Habitam,Ethiopia,Athletics,56.0,1.0,1.0,2.0,4.0,47.0,969,1072,1.106295149638803,2041,,,2021-07-27 01:00:00,2021-07-27 06:40:00
ALESSIO Simone,Italy,Taekwondo,10.0,10.0,10.0,20.0,40.0,7.0,65,65,1.0,130,,,2021-07-27 01:00:00,2021-07-27 06:00:00
ALEXANDER Kayla,Canada,Basketball,11.0,7.0,6.0,11.0,24.0,11.0,144,144,1.0,288,Canada,THOMAIDIS Lisa,2021-07-27 01:00:00,2021-07-27 06:00:00
ALEXANDRI Anna-Maria,Austria,Artistic Swimming,53.0,1.0,1.0,5.0,7.0,33.0,105,0,0.0,105,Austria,SHAHNAZI Shahbaz,2021-07-27 01:00:00,2021-07-27 03:40:00
ALEXANDRI Eirini,Austria,Artistic Swimming,53.0,1.0,1.0,5.0,7.0,33.0,105,0,0.0,105,Austria,SHAHNAZI Shahbaz,2021-07-27 01:20:00,2021-07-27 03:20:00
ALEXIUSSON Agnes,Sweden,Boxing,23.0,3.0,6.0,0.0,9.0,26.0,102,187,1.8333333333333333,289,,,2021-07-27 02:00:00,2021-07-27 05:30:00
ALEXUC CIURARIU Alin,Romania,Wrestling,46.0,1.0,3.0,0.0,4.0,47.0,96,193,2.0104166666666665,289,,,2021-07-27 02:20:00,2021-07-27 05:10:00
ALFADHEL Abdulrahman,Kuwait,Rowing,86.0,0.0,0.0,1.0,1.0,77.0,257,265,1.0311284046692606,522,,,2021-07-27 02:30:00,2021-07-27 04:40:00
ALFARAJ Salman,Saudi Arabia,Football,77.0,0.0,1.0,0.0,1.0,77.0,264,344,1.303030303030303,608,Saudi Arabia,MOHAMED Sayeda,2021-07-27 02:30:00,2021-07-27 06:15:00
ALFONSO DOMINGUEZ Loren Berto,Azerbaijan,Boxing,67.0,0.0,3.0,4.0,7.0,33.0,102,187,1.8333333333333333,289,,,2021-07-27 03:00:00,2021-07-27 05:30:00
ALGHANNAM Khalid,Saudi Arabia,Football,77.0,0.0,1.0,0.0,1.0,77.0,264,344,1.303030303030303,608,Saudi Arabia,MOHAMED Sayeda,2021-07-27 03:00:00,2021-07-27 06:40:00
ALGOTSSON OSTHOLT Sara,Sweden,Equestrian,23.0,3.0,6.0,0.0,9.0,26.0,73,125,1.7123287671232876,198,,,2021-07-27 03:30:00,2021-07-27 07:00:00
ALHAMDDAN Abdullah,Saudi Arabia,Football,77.0,0.0,1.0,0.0,1.0,77.0,264,344,1.303030303030303,608,Saudi Arabia,MOHAMED Sayeda,2021-07-27 03:30:00,2021-07-27 06:30:00
ALHASSAN Ali,Saudi Arabia,Football,77.0,0.0,1.0,0.0,1.0,77.0,264,344,1.303030303030303,608,Saudi Arabia,MOHAMED Sayeda,2021-07-27 03:40:00,2021-07-27 07:30:00
ALHASSANE Ismael,Niger,Judo,,,,,,,192,201,1.046875,393,,,2021-07-27 03:45:00,2021-07-27 06:00:00
ALHINDAWI Odai Riyad Adel,Jordan,Boxing,74.0,0.0,1.0,1.0,2.0,66.0,102,187,1.8333333333333333,289,,,2021-07-27 03:50:00,2021-07-27 06:00:00
ALHUMAYD Mahmoud Mohammed S,Saudi Arabia,Weightlifting,77.0,0.0,1.0,0.0,1.0,77.0,98,99,1.010204081632653,197,,,2021-07-27 04:00:00,2021-07-27 06:30:00
ALI Ali Merza,Bahrain,Handball,77.0,0.0,1.0,0.0,1.0,77.0,168,168,1.0,336,Bahrain,KRIST JANSSON Aron,2021-07-27 04:00:00,2021-07-27 06:50:00
ALI Hasan,Bahrain,Handball,77.0,0.0,1.0,0.0,1.0,77.0,168,168,1.0,336,Bahrain,KRIST JANSSON Aron,2021-07-27 04:30:00,2021-07-27 06:50:00
ALI Mohamed,Bahrain,Handball,77.0,0.0,1.0,0.0,1.0,77.0,168,168,1.0,336,Bahrain,KRIST JANSSON Aron,2021-07-27 04:30:00,2021-07-27 06:30:00
ALI MOHAMED Souhra,Djibouti,Athletics,,,,,,,969,1072,1.106295149638803,2041,,,2021-07-27 04:30:00,2021-07-27 06:30:00
ALI Ramla Said Ahmed,Somalia,Boxing,,,,,,,102,187,1.8333333333333333,289,,,2021-07-27 05:00:00,2021-07-27 07:00:00
ALI Selin,Bulgaria,Shooting,30.0,3.0,1.0,2.0,6.0,39.0,178,178,1.0,356,,,2021-07-27 16:00:00,2021-07-27 19:35:00
ALI ZADA Masomah,Refugee Olympic Team,Cycling Road,,,,,,,70,131,1.8714285714285714,201,,,2021-07-27 16:30:00,2021-07-27 19:40:00
ALIEV Mourad,France,Boxing,8.0,10.0,12.0,11.0,33.0,10.0,102,187,1.8333333333333333,289,,,2021-07-27 17:00:00,2021-07-27 22:30:00
ALIKAJ Ahmad,Refugee Olympic Team,Judo,,,,,,,192,201,1.046875,393,,,2021-07-27 17:00:00,2021-07-27 19:50:00
ALIMURADOVA Laman,Azerbaijan,Rhythmic Gymnastics,67.0,0.0,3.0,4.0,7.0,33.0,96,0,0.0,96,Azerbaijan,,2021-07-27 17:00:00,2021-07-27 20:30:00
ALINE,Brazil,Football,12.0,7.0,6.0,8.0,21.0,12.0,264,344,1.303030303030303,608,Brazil,SUNDHAGE Pia Mariane,2021-07-27 17:00:00,2021-07-27 20:00:00
ALIPOV Alexey,ROC,Shooting,5.0,20.0,28.0,23.0,71.0,3.0,178,178,1.0,356,,,2021-07-27 17:00:00,2021-07-28 00:00:00
ALIREZA Husein,Saudi Arabia,Rowing,77.0,0.0,1.0,0.0,1.0,77.0,257,265,1.0311284046692606,522,,,2021-07-27 17:00:00,2021-07-27 20:50:00
ALIYEV Haji,Azerbaijan,Wrestling,67.0,0.0,3.0,4.0,7.0,33.0,96,193,2.0104166666666665,289,,,2021-07-27 17:30:00,2021-07-27 21:25:00
ALIZADEH Dara,Bermuda,Rowing,63.0,1.0,0.0,0.0,1.0,77.0,257,265,1.0311284046692606,522,,,2021-07-27 17:30:00,2021-07-27 21:15:00
ALIZADEH ZENOORIN Kimia,Refugee Olympic Team,Taekwondo,,,,,,,65,65,1.0,130,,,2021-07-27 18:00:00,2021-07-27 20:00:00
ALKANA Antonio,South Africa,Athletics,52.0,1.0,2.0,0.0,3.0,60.0,969,1072,1.106295149638803,2041,South Africa,,2021-07-27 18:00:00,2021-07-27 23:20:00
ALKASBEH Obada Mohammad Mustafa,Jordan,Boxing,74.0,0.0,1.0,1.0,2.0,66.0,102,187,1.8333333333333333,289,,,2021-07-27 18:00:00,2021-07-27 21:45:00
ALKHADRAWI Ali,Saudi Arabia,Table Tennis,77.0,0.0,1.0,0.0,1.0,77.0,86,86,1.0,172,,,2021-07-27 18:00:00,2021-07-27 21:00:00
ALKHULAIF Ayman,Saudi Arabia,Football,77.0,0.0,1.0,0.0,1.0,77.0,264,344,1.303030303030303,608,Saudi Arabia,MOHAMED Sayeda,2021-07-27 18:30:00,2021-07-27 21:05:00
ALLEMAND Julie,Belgium,Basketball,29.0,3.0,1.0,3.0,7.0,33.0,144,144,1.0,288,Belgium,STAS Jacques,2021-07-27 19:00:00,2021-07-27 22:45:00
ALLEN Bec,Australia,Basketball,6.0,17.0,7.0,22.0,46.0,6.0,144,144,1.0,288,Australia,RILLIE John,2021-07-27 19:00:00,2021-07-27 22:30:00
ALLEN Bertram,Ireland,Equestrian,39.0,2.0,0.0,2.0,4.0,47.0,73,125,1.7123287671232876,198,,,2021-07-27 19:00:00,2021-07-28 04:00:00
ALLEN Devon,United States of America,Athletics,1.0,39.0,41.0,33.0,113.0,1.0,969,1072,1.106295149638803,2041,United States,,2021-07-27 19:00:00,2021-07-28 04:00:00
ALLEN Nathon,Jamaica,Athletics,21.0,4.0,1.0,4.0,9.0,26.0,969,1072,1.106295149638803,2041,Jamaica,,2021-07-27 19:00:00,2021-07-28 04:00:00
ALLEN Nick,United States of America,Baseball/Softball,1.0,39.0,41.0,33.0,113.0,1.0,90,144,1.6,234,United States,WEINSTEIN Jerry,2021-07-27 19:00:00,2021-07-28 04:00:00
ALLICOCK Keevin,Guyana,Boxing,,,,,,,102,187,1.8333333333333333,289,,,2021-07-27 19:30:00,2021-07-28 01:40:00
ALLIKVEE Martin,Estonia,Swimming,59.0,1.0,0.0,1.0,2.0,66.0,361,418,1.1578947368421053,779,,,2021-07-27 20:00:00,2021-07-27 23:00:00
ALLMAN Valarie,United States of America,Athletics,1.0,39.0,41.0,33.0,113.0,1.0,969,1072,1.106295149638803,2041,United States,,2021-07-27 20:00:00,2021-07-28 02:00:00
ALMADA Thiago,Argentina,Football,72.0,0.0,1.0,2.0,3.0,60.0,264,344,1.303030303030303,608,Argentina,BATISTA Fernando,2021-07-27 21:00:00,2021-07-28 00:45:00
ALMANZA Rose Mary,Cuba,Athletics,14.0,7.0,3.0,5.0,15.0,18.0,969,1072,1.106295149638803,2041,Cuba,,2021-07-27 21:40:00,2021-07-27 23:40:00
ALMAQABI Ahmed,Bahrain,Handball,77.0,0.0,1.0,0.0,1.0,77.0,168,168,1.0,336,Bahrain,KRIST JANSSON Aron,2021-07-27 21:50:00,2021-07-28 00:00:00
ALMAS Deniz,Germany,Athletics,9.0,10.0,11.0,16.0,37.0,8.0,969,1072,1.106295149638803,2041,Germany,,2021-07-27 22:00:00,2021-07-28 00:50:00
ALMATROOSHI Yousuf,United Arab Emirates,Swimming,,,,,,,361,418,1.1578947368421053,779,,,2021-07-27 22:15:00,2021-07-28 01:45:00
ALMAYA Haimro,Israel,Athletics,39.0,2.0,0.0,2.0,4.0,47.0,969,1072,1.106295149638803,2041,,,2021-07-27 22:20:00,2021-07-28 02:10:00
ALMEIDA Joao,Portugal,Cycling Road,56.0,1.0,1.0,2.0,4.0,47.0,70,131,1.8714285714285714,201,,,2021-07-27 23:00:00,2021-07-28 01:50:00
ALMEIDA Teresa,Angola,Handball,,,,,,,168,168,1.0,336,Angola,CRUZ Filipe,2021-07-27 23:00:00,2021-07-28 00:00:00
ALMOSAWI Sayed Mohammed,Kuwait,Karate,86.0,0.0,0.0,1.0,1.0,77.0,40,42,1.05,82,,,2021-07-27 23:00:00,2021-07-28 02:00:00
ALMUTAIRI Saeid,Saudi Arabia,Shooting,77.0,0.0,1.0,0.0,1.0,77.0,178,178,1.0,356,,,2021-07-28 00:00:00,2021-07-28 02:40:00
ALNAJI Sami,Saudi Arabia,Football,77.0,0.0,1.0,0.0,1.0,77.0,264,344,1.303030303030303,608,Saudi Arabia,MOHAMED Sayeda,2021-07-28 00:30:00,2021-07-28 03:00:00
ALOMRAN Nasser,Saudi Arabia,Football,77.0,0.0,1.0,0.0,1.0,77.0,264,344,1.303030303030303,608,Saudi Arabia,MOHAMED Sayeda,2021-07-28 01:00:00,2021-07-28 03:10:00
ALONSO Agostina,Argentina,Hockey,72.0,0.0,1.0,2.0,3.0,60.0,192,192,1.0,384,Argentina,RETEGUI Carlos Jose,2021-07-28 01:00:00,2021-07-28 04:45:00
ALONSO Alejandra,Paraguay,Rowing,,,,,,,257,265,1.0311284046692606,522,,,2021-07-28 01:00:00,2021-07-28 06:00:00
ALONSO Alejandro,Spain,Hockey,22.0,3.0,8.0,6.0,17.0,17.0,192,192,1.0,384,Spain,SOYEZ Frederic,2021-07-28 01:00:00,2021-07-28 06:00:00
ALONSO Luana,Paraguay,Swimming,,,,,,,361,418,1.1578947368421053,779,,,2021-07-28 01:00:00,2021-07-28 03:40:00
ALOTHMANI Ala,Tunisia,Shooting,58.0,1.0,1.0,0.0,2.0,66.0,178,178,1.0,356,,,2021-07-28 01:20:00,2021-07-28 03:20:00
ALQAHTANI Tahani,Saudi Arabia,Judo,77.0,0.0,1.0,0.0,1.0,77.0,192,201,1.046875,393,,,2021-07-28 01:30:00,2021-07-28 05:25:00
ALRASHIDI Abdullah,Kuwait,Shooting,86.0,0.0,0.0,1.0,1.0,77.0,178,178,1.0,356,,,2021-07-28 01:30:00,2021-07-28 06:30:00
ALRASHIDI Talal,Kuwait,Shooting,86.0,0.0,0.0,1.0,1.0,77.0,178,178,1.0,356,,,2021-07-28 01:30:00,2021-07-28 06:30:00
ALRUBAIE Mohammed,Saudi Arabia,Football,77.0,0.0,1.0,0.0,1.0,77.0,264,344,1.303030303030303,608,Saudi Arabia,MOHAMED Sayeda,2021-07-28 02:00:00,2021-07-28 05:30:00
ALSALEEM Seraj Abdulrahim M,Saudi Arabia,Weightlifting,77.0,0.0,1.0,0.0,1.0,77.0,98,99,1.010204081632653,197,,,2021-07-28 02:20:00,2021-07-28 05:10:00
ALSAMAHIJI Hasan,Bahrain,Handball,77.0,0.0,1.0,0.0,1.0,77.0,168,168,1.0,336,Bahrain,KRIST JANSSON Aron,2021-07-28 02:30:00,2021-07-28 04:40:00
ALSHAHRANI Yasser,Saudi Arabia,Football,77.0,0.0,1.0,0.0,1.0,77.0,264,344,1.303030303030303,608,Saudi Arabia,MOHAMED Sayeda,2021-07-28 02:30:00,2021-07-28 06:15:00
ALSHAMMARI Mudhawi,Kuwait,Athletics,86.0,0.0,0.0,1.0,1.0,77.0,969,1072,1.106295149638803,2041,,,2021-07-28 03:00:00,2021-07-28 06:45:00
ALTAYEV Altay,Kazakhstan,Water Polo,83.0,0.0,0.0,8.0,8.0,29.0,122,146,1.1967213114754098,268,Kazakhstan,KNEZEVIC Nemanja,2021-07-28 03:00:00,2021-07-28 05:30:00
